sample,time_s,rpm,crank_phase_deg,cylinder,bank
152763,3.464013605,9922.889,145.156479,1,A
152816,3.465215420,9925.465,216.718735,6,B
152869,3.466417234,9928.039,288.299561,2,A
152923,3.467641723,9930.662,361.250092,7,B
152976,3.468843537,9933.237,432.868408,3,A
153029,3.470045351,9935.813,504.505310,8,B
153082,3.471247166,9938.388,576.160767,4,A
153136,3.472471655,9941.012,649.187317,9,B
153189,3.473673469,9943.588,0.880247,0,A
153242,3.474875283,9946.162,72.591766,5,B
153295,3.476077098,9948.737,144.321854,1,A
153348,3.477278912,9951.312,216.070511,6,B
153402,3.478503401,9953.938,289.192017,2,A
153455,3.479705215,9956.512,360.978149,7,B
153508,3.480907029,9959.086,432.782867,3,A
153561,3.482108844,9961.662,504.606140,8,B
153614,3.483310658,9964.237,576.447998,4,A
153667,3.484512472,9966.812,648.308411,9,B
153720,3.485714286,9969.389,0.187420,0,A
153773,3.486916100,9971.963,72.084984,5,B
153826,3.488117914,9974.538,144.001114,1,A
153880,3.489342404,9977.162,217.293259,6,B
153933,3.490544218,9979.738,289.246887,2,A
153986,3.491746032,9982.312,361.219086,7,B
154039,3.492947846,9984.888,433.209839,3,A
154092,3.494149660,9987.464,505.219177,8,B
154145,3.495351474,9990.039,577.247070,4,A
154198,3.496553288,9992.613,649.293579,9,B
154251,3.497755102,9995.189,1.358602,0,A
154303,3.498934240,9997.716,72.081978,5,B
154356,3.500136054,10000.291,144.183807,1,A
154409,3.501337868,10002.866,216.304214,6,B
154462,3.502539683,10005.441,288.443207,2,A
154515,3.503741497,10008.018,360.600739,7,B
154568,3.504943311,10010.593,432.776855,3,A
154621,3.506145125,10013.169,504.971558,8,B
154674,3.507346939,10015.743,577.184814,4,A
154726,3.508526077,10018.271,648.053589,9,B
154779,3.509727891,10020.846,0.303642,0,A
154832,3.510929705,10023.421,72.572258,5,B
154885,3.512131519,10025.996,144.859451,1,A
154938,3.513333333,10028.572,217.165207,6,B
154990,3.514512472,10031.098,288.124756,2,A
155043,3.515714286,10033.673,360.467285,7,B
155096,3.516916100,10036.248,432.828430,3,A
155149,3.518117914,10038.824,505.208099,8,B
155201,3.519297052,10041.350,576.240173,4,A
155254,3.520498866,10043.925,648.656677,9,B
155307,3.521700680,10046.500,1.091707,0,A
155359,3.522879819,10049.027,72.178101,5,B
155412,3.524081633,10051.604,144.649933,1,A
155465,3.525283447,10054.178,217.140335,6,B
155517,3.526462585,10056.705,288.281036,2,A
155570,3.527664399,10059.279,360.808228,7,B
155623,3.528866213,10061.855,433.354004,3,A
155675,3.530045351,10064.381,504.549011,8,B
155728,3.531247166,10066.956,577.131592,4,A
155780,3.532426304,10069.483,648.362671,9,B
155833,3.533628118,10072.058,0.982022,0,A
155885,3.534807256,10074.584,72.249229,5,B
155938,3.536009070,10077.160,144.905350,1,A
155990,3.537188209,10079.686,216.208649,6,B
156043,3.538390023,10082.261,288.901550,2,A
156095,3.539569161,10084.787,360.240936,7,B
156148,3.540770975,10087.362,432.970642,3,A
156200,3.541950113,10089.889,504.346130,8,B
156253,3.543151927,10092.463,577.112610,4,A
156305,3.544331066,10094.990,648.524170,9,B
156358,3.545532880,10097.565,1.327446,0,A
156410,3.546712018,10100.092,72.775108,5,B
156462,3.547891156,10102.617,144.240646,1,A
156515,3.549092971,10105.191,217.098907,6,B
156567,3.550272109,10107.719,288.600525,2,A
156619,3.551451247,10110.244,360.120026,7,B
156672,3.552653061,10112.818,433.033295,3,A
156724,3.553832200,10115.346,504.588898,8,B
156776,3.555011338,10117.871,576.162354,4,A
156829,3.556213152,10120.447,649.130615,9,B
156881,3.557392290,10122.973,0.740146,0,A
156933,3.558571429,10125.498,72.367561,5,B
156985,3.559750567,10128.025,144.012848,1,A
157038,3.560952381,10130.599,217.054321,6,B
157090,3.562131519,10133.125,288.735687,2,A
157142,3.563310658,10135.650,360.434937,7,B
157194,3.564489796,10138.178,432.152039,3,A
157247,3.565691610,10140.751,505.266724,8,B
157299,3.566870748,10143.277,577.019897,4,A
157351,3.568049887,10145.803,648.791016,9,B
157403,3.569229025,10148.329,0.579926,0,A
157455,3.570408163,10150.854,72.386734,5,B
157507,3.571587302,10153.380,144.211411,1,A
157559,3.572766440,10155.906,216.053955,6,B
157612,3.573968254,10158.480,289.296478,2,A
157664,3.575147392,10161.006,361.175079,7,B
157716,3.576326531,10163.531,433.071564,3,A
157768,3.577505669,10166.057,504.985931,8,B
157820,3.578684807,10168.582,576.918152,4,A
157872,3.579863946,10171.107,648.868225,9,B
157924,3.581043084,10173.633,0.836215,0,A
157976,3.582222222,10176.158,72.822044,5,B
158028,3.583401361,10178.684,144.825729,1,A
158080,3.584580499,10181.209,216.847290,6,B
158132,3.585759637,10183.734,288.886719,2,A
158184,3.586938776,10186.260,360.944000,7,B
158236,3.588117914,10188.784,433.019165,3,A
158288,3.589297052,10191.309,505.112183,8,B
158340,3.590476190,10193.835,577.223083,4,A
158392,3.591655329,10196.359,649.351807,9,B
158443,3.592811791,10198.836,0.110823,0,A
158495,3.593990930,10201.361,72.274956,5,B
158547,3.595170068,10203.885,144.456955,1,A
158599,3.596349206,10206.410,216.656815,6,B
158651,3.597528345,10208.936,288.874542,2,A
158703,3.598707483,10211.460,361.110107,7,B
158755,3.599886621,10213.984,433.363556,3,A
158806,3.601043084,10216.461,504.244873,8,B
158858,3.602222222,10218.986,576.533691,4,A
158910,3.603401361,10221.511,648.840393,9,B
158962,3.604580499,10224.035,1.164920,0,A
159013,3.605736961,10226.511,72.115959,5,B
159065,3.606916100,10229.035,144.475876,1,A
159117,3.608095238,10231.559,216.853668,6,B
159169,3.609274376,10234.084,289.249298,2,A
159220,3.610430839,10236.560,360.270081,7,B
159272,3.611609977,10239.083,432.701080,3,A
159324,3.612789116,10241.607,505.149963,8,B
159375,3.613945578,10244.082,576.222900,4,A
159427,3.615124717,10246.607,648.707153,9,B
159479,3.616303855,10249.131,1.209271,0,A
159530,3.617460317,10251.605,72.334442,5,B
159582,3.618639456,10254.131,144.871918,1,A
159633,3.619795918,10256.604,216.031784,6,B
159685,3.620975057,10259.129,288.604614,2,A
159737,3.622154195,10261.652,361.195312,7,B
159788,3.623310658,10264.127,432.407379,3,A
159840,3.624489796,10266.651,505.033417,8,B
159891,3.625646259,10269.127,576.280151,4,A
159943,3.626825397,10271.650,648.941589,9,B
159994,3.627981859,10274.125,0.223014,0,A
160046,3.629160998,10276.648,72.919800,5,B
160097,3.630317460,10279.123,144.235901,1,A
160149,3.631496599,10281.646,216.968048,6,B
160200,3.632653061,10284.119,288.318817,2,A
160252,3.633832200,10286.644,361.086334,7,B
160303,3.634988662,10289.117,432.471802,3,A
160355,3.636167800,10291.641,505.274658,8,B
160406,3.637324263,10294.115,576.694763,4,A
160457,3.638480726,10296.590,648.132080,9,B
160509,3.639659864,10299.112,0.987812,0,A
160560,3.640816327,10301.587,72.459793,5,B
160612,3.641995465,10304.109,145.350861,1,A
160663,3.643151927,10306.584,216.857513,6,B
160714,3.644308390,10309.057,288.381317,2,A
160766,3.645487528,10311.580,361.325256,7,B
160817,3.646643991,10314.053,432.883728,3,A
160868,3.647800454,10316.527,504.459381,8,B
160919,3.648956916,10319.001,576.052185,4,A
160971,3.650136054,10321.523,649.066467,9,B
161022,3.651292517,10323.996,0.693947,0,A
161073,3.652448980,10326.470,72.338593,5,B
161124,3.653605442,10328.943,144.000397,1,A
161176,3.654784580,10331.465,217.085007,6,B
161227,3.655941043,10333.938,288.781464,2,A
161278,3.657097506,10336.412,360.495087,7,B
161329,3.658253968,10338.884,432.225891,3,A
161381,3.659433107,10341.407,505.380829,8,B
161432,3.660589569,10343.879,577.146240,4,A
161483,3.661746032,10346.352,648.928894,9,B
161534,3.662902494,10348.824,0.728628,0,A
161585,3.664058957,10351.297,72.545547,5,B
161636,3.665215420,10353.770,144.379623,1,A
161687,3.666371882,10356.242,216.230850,6,B
161738,3.667528345,10358.716,288.099243,2,A
161790,3.668707483,10361.236,361.394470,7,B
161841,3.669863946,10363.709,433.297516,3,A
161892,3.671020408,10366.182,505.217712,8,B
161943,3.672176871,10368.652,577.155029,4,A
161994,3.673333333,10371.125,649.109558,9,B
162045,3.674489796,10373.596,1.081208,0,A
162096,3.675646259,10376.068,73.070015,5,B
162147,3.676802721,10378.541,145.075974,1,A
162198,3.677959184,10381.013,217.099075,6,B
162249,3.679115646,10383.483,289.139343,2,A
162300,3.680272109,10385.955,361.196747,7,B
162351,3.681428571,10388.428,433.271301,3,A
162402,3.682585034,10390.899,505.363007,8,B
162452,3.683718821,10393.321,576.057800,4,A
162503,3.684875283,10395.793,648.183472,9,B
162554,3.686031746,10398.265,0.326283,0,A
162605,3.687188209,10400.734,72.486244,5,B
162656,3.688344671,10403.207,144.663345,1,A
162707,3.689501134,10405.677,216.857605,6,B
162758,3.690657596,10408.148,289.069000,2,A
162809,3.691814059,10410.618,361.297546,7,B
162859,3.692947846,10413.041,432.126495,3,A
162910,3.694104308,10415.511,504.388977,8,B
162961,3.695260771,10417.982,576.668640,4,A
163012,3.696417234,10420.452,648.965393,9,B
163063,3.697573696,10422.923,1.279303,0,A
163113,3.698707483,10425.344,72.191940,5,B
163164,3.699863946,10427.814,144.539795,1,A
163215,3.701020408,10430.285,216.904800,6,B
163266,3.702176871,10432.754,289.286957,2,A
163316,3.703310658,10435.176,360.266449,7,B
163367,3.704467120,10437.646,432.682526,3,A
163418,3.705623583,10440.115,505.115753,8,B
163468,3.706757370,10442.537,576.145325,4,A
163519,3.707913832,10445.006,648.612488,9,B
163570,3.709070295,10447.475,1.096776,0,A
163620,3.710204082,10449.896,72.176430,5,B
163671,3.711360544,10452.365,144.694641,1,A
163722,3.712517007,10454.834,217.229996,6,B
163772,3.713650794,10457.254,288.359711,2,A
163823,3.714807256,10459.723,360.928986,7,B
163873,3.715941043,10462.144,432.091980,3,A
163924,3.717097506,10464.612,504.695160,8,B
163975,3.718253968,10467.081,577.315491,4,A
164025,3.719387755,10469.501,648.528503,9,B
164076,3.720544218,10471.969,1.182769,0,A
164126,3.721678005,10474.389,72.429047,5,B
164177,3.722834467,10476.857,145.117218,1,A
164227,3.723968254,10479.277,216.396744,6,B
164278,3.725124717,10481.744,289.118835,2,A
164328,3.726258503,10484.164,360.431610,7,B
164379,3.727414966,10486.632,433.187592,3,A
164429,3.728548753,10489.051,504.533630,8,B
164480,3.729705215,10491.520,577.323547,4,A
164530,3.730839002,10493.938,648.702820,9,B
164580,3.731972789,10496.355,0.098522,0,A
164631,3.733129252,10498.824,72.939110,5,B
164681,3.734263039,10501.242,144.368073,1,A
164732,3.735419501,10503.710,217.242569,6,B
164782,3.736553288,10506.128,288.704773,2,A
164832,3.737687075,10508.547,360.183411,7,B
164883,3.738843537,10511.013,433.108582,3,A
164933,3.739977324,10513.432,504.620453,8,B
164983,3.741111111,10515.850,576.148804,4,A
165034,3.742267574,10518.315,649.124634,9,B
165084,3.743401361,10520.733,0.686195,0,A
165134,3.744535147,10523.152,72.264198,5,B
165185,3.745691610,10525.617,145.290710,1,A
165235,3.746825397,10528.035,216.901932,6,B
165285,3.747959184,10530.452,288.529602,2,A
165335,3.749092971,10532.869,360.173706,7,B
165386,3.750249433,10535.334,433.267670,3,A
165436,3.751383220,10537.752,504.944977,8,B
165486,3.752517007,10540.169,576.638733,4,A
165536,3.753650794,10542.586,648.348999,9,B
165586,3.754784580,10545.003,0.075631,0,A
165637,3.755941043,10547.467,73.253754,5,B
165687,3.757074830,10549.885,145.013626,1,A
165737,3.758208617,10552.301,216.789917,6,B
165787,3.759342404,10554.717,288.582672,2,A
165837,3.760476190,10557.133,360.391846,7,B
165887,3.761609977,10559.549,432.217438,3,A
165937,3.762743764,10561.965,504.059509,8,B
165988,3.763900227,10564.430,577.355286,4,A
166038,3.765034014,10566.844,649.230530,9,B
166088,3.766167800,10569.261,1.122235,0,A
166138,3.767301587,10571.676,73.030342,5,B
166188,3.768435374,10574.090,144.954880,1,A
166238,3.769569161,10576.507,216.895859,6,B
166288,3.770702948,10578.921,288.853241,2,A
166338,3.771836735,10581.336,360.827087,7,B
166388,3.772970522,10583.750,432.817322,3,A
166438,3.774104308,10586.165,504.824005,8,B
166488,3.775238095,10588.579,576.847107,4,A
166538,3.776371882,10590.995,648.886658,9,B
166588,3.777505669,10593.409,0.942618,0,A
166638,3.778639456,10595.824,73.014999,5,B
166688,3.779773243,10598.236,145.103806,1,A
166738,3.780907029,10600.650,217.209030,6,B
166788,3.782040816,10603.065,289.330688,2,A
166837,3.783151927,10605.431,360.025818,7,B
166887,3.784285714,10607.845,432.179993,3,A
166937,3.785419501,10610.258,504.350555,8,B
166987,3.786553288,10612.671,576.537537,4,A
167037,3.787687075,10615.084,648.740967,9,B
167087,3.788820862,10617.497,0.960796,0,A
167137,3.789954649,10619.909,73.197037,5,B
167186,3.791065760,10622.273,144.004486,1,A
167236,3.792199546,10624.688,216.273224,6,B
167286,3.793333333,10627.100,288.558380,2,A
167336,3.794467120,10629.512,360.859955,7,B
167386,3.795600907,10631.924,433.177917,3,A
167435,3.796712018,10634.288,504.065460,8,B
167485,3.797845805,10636.701,576.415894,4,A
167535,3.798979592,10639.111,648.782776,9,B
167585,3.800113379,10641.523,1.166071,0,A
167634,3.801224490,10643.888,72.117599,5,B
167684,3.802358277,10646.299,144.533371,1,A
167734,3.803492063,10648.710,216.965530,6,B
167784,3.804625850,10651.121,289.414093,2,A
167833,3.805736961,10653.484,360.429626,7,B
167883,3.806870748,10655.896,432.910675,3,A
167933,3.808004535,10658.307,505.408112,8,B
167982,3.809115646,10660.668,576.471497,4,A
168032,3.810249433,10663.079,649.001465,9,B
168081,3.811360544,10665.441,0.096665,0,A
168131,3.812494331,10667.852,72.659050,5,B
168181,3.813628118,10670.262,145.237823,1,A
168230,3.814739229,10672.623,216.380936,6,B
168280,3.815873016,10675.033,288.992188,2,A
168329,3.816984127,10677.395,360.167084,7,B
168379,3.818117914,10679.804,432.810791,3,A
168428,3.819229025,10682.166,504.017517,8,B
168478,3.820362812,10684.574,576.693665,4,A
168528,3.821496599,10686.982,649.386230,9,B
168577,3.822607710,10689.346,0.640793,0,A
168627,3.823741497,10691.753,73.365776,5,B
168676,3.824852608,10694.113,144.652161,1,A
168726,3.825986395,10696.521,217.409592,6,B
168775,3.827097506,10698.883,288.727783,2,A
168824,3.828208617,10701.243,360.061676,7,B
168874,3.829342404,10703.650,432.867615,3,A
168923,3.830453515,10706.010,504.233307,8,B
168973,3.831587302,10708.418,577.071655,4,A
169022,3.832698413,10710.777,648.469116,9,B
169072,3.833832200,10713.186,1.339931,0,A
169121,3.834943311,10715.545,72.769188,5,B
169170,3.836054422,10717.903,144.214172,1,A
169220,3.837188209,10720.311,217.133438,6,B
169269,3.838299320,10722.670,288.610199,2,A
169318,3.839410431,10725.029,360.102692,7,B
169368,3.840544218,10727.436,433.070404,3,A
169417,3.841655329,10729.793,504.594666,8,B
169466,3.842766440,10732.152,576.134644,4,A
169516,3.843900227,10734.558,649.150818,9,B
169565,3.845011338,10736.916,0.722560,0,A
169614,3.846122449,10739.273,72.310013,5,B
169664,3.847256236,10741.680,145.374649,1,A
169713,3.848367347,10744.037,216.993851,6,B
169762,3.849478458,10746.395,288.628784,2,A
169811,3.850589569,10748.751,360.279419,7,B
169861,3.851723356,10751.156,433.408508,3,A
169910,3.852834467,10753.512,505.090912,8,B
169959,3.853945578,10755.869,576.789001,4,A
170008,3.855056689,10758.227,648.502808,9,B
170057,3.856167800,10760.582,0.232339,0,A
170107,3.857301587,10762.987,73.441917,5,B
170156,3.858412698,10765.343,145.203171,1,A
170205,3.859523810,10767.698,216.980148,6,B
170254,3.860634921,10770.054,288.772797,2,A
170303,3.861746032,10772.410,360.581177,7,B
170352,3.862857143,10774.766,432.405273,3,A
170401,3.863968254,10777.120,504.245056,8,B
170450,3.865079365,10779.476,576.100525,4,A
170500,3.866213152,10781.879,649.438599,9,B
170549,3.867324263,10784.234,1.325826,0,A
170598,3.868435374,10786.589,73.228722,5,B
170647,3.869546485,10788.942,145.147324,1,A
170696,3.870657596,10791.297,217.081619,6,B
170745,3.871768707,10793.650,289.031616,2,A
170794,3.872879819,10796.006,360.997284,7,B
170843,3.873990930,10798.359,432.978668,3,A
170892,3.875102041,10800.713,504.975708,8,B
170941,3.876213152,10803.066,576.988464,4,A
170990,3.877324263,10805.419,649.016907,9,B
171039,3.878435374,10807.772,1.061060,0,A
171088,3.879546485,10810.125,73.120880,5,B
171137,3.880657596,10812.479,145.196396,1,A
171186,3.881768707,10814.830,217.287582,6,B
171235,3.882879819,10817.184,289.394470,2,A
171283,3.883968254,10819.488,360.044983,7,B
171332,3.885079365,10821.840,432.182892,3,A
171381,3.886190476,10824.193,504.336517,8,B
171430,3.887301587,10826.544,576.505798,4,A
171479,3.888412698,10828.896,648.690735,9,B
171528,3.889523810,10831.247,0.891390,0,A
171577,3.890634921,10833.600,73.107704,5,B
171626,3.891746032,10835.949,145.339691,1,A
171674,3.892834467,10838.253,216.112762,6,B
171723,3.893945578,10840.604,288.375793,2,A
171772,3.895056689,10842.955,360.654480,7,B
171821,3.896167800,10845.305,432.948822,3,A
171870,3.897278912,10847.656,505.258850,8,B
171918,3.898367347,10849.958,576.108398,4,A
171967,3.899478458,10852.309,648.449402,9,B
172016,3.900589569,10854.658,0.806133,0,A
172065,3.901700680,10857.008,73.178513,5,B
172113,3.902789116,10859.310,144.089096,1,A
172162,3.903900227,10861.659,216.492477,6,B
172211,3.905011338,10864.008,288.911530,2,A
172260,3.906122449,10866.356,361.346222,7,B
172308,3.907210884,10868.657,432.317871,3,A
172357,3.908321995,10871.006,504.783569,8,B
172406,3.909433107,10873.354,577.264954,4,A
172454,3.910521542,10875.654,648.282288,9,B
172503,3.911632653,10878.002,0.794612,0,A
172552,3.912743764,10880.352,73.322617,5,B
172600,3.913832200,10882.650,144.385635,1,A
172649,3.914943311,10884.998,216.944626,6,B
172697,3.916031746,10887.298,288.037994,2,A
172746,3.917142857,10889.645,360.627960,7,B
172795,3.918253968,10891.992,433.233582,3,A
172843,3.919342404,10894.291,504.372620,8,B
172892,3.920453515,10896.639,577.009216,4,A
172940,3.921541950,10898.938,648.178589,9,B
172989,3.922653061,10901.282,0.846153,0,A
173037,3.923741497,10903.582,72.045868,5,B
173086,3.924852608,10905.926,144.744385,1,A
173135,3.925963719,10908.272,217.458542,6,B
173183,3.927052154,10910.570,288.703888,2,A
173232,3.928163265,10912.916,361.449005,7,B
173280,3.929251701,10915.213,432.724701,3,A
173328,3.930340136,10917.510,504.015381,8,B
173377,3.931451247,10919.855,576.806763,4,A
173425,3.932539683,10922.152,648.127747,9,B
173474,3.933650794,10924.496,0.950077,0,A
173522,3.934739229,10926.793,72.301384,5,B
173571,3.935850340,10929.137,145.154648,1,A
173619,3.936938776,10931.434,216.536255,6,B
173668,3.938049887,10933.777,289.420441,2,A
173716,3.939138322,10936.074,360.832367,7,B
173764,3.940226757,10938.369,432.259277,3,A
173813,3.941337868,10940.711,505.189697,8,B
173861,3.942426304,10943.006,576.646912,4,A
173909,3.943514739,10945.303,648.119080,9,B
173958,3.944625850,10947.645,1.095715,0,A
174006,3.945714286,10949.938,72.598183,5,B
174054,3.946802721,10952.232,144.115631,1,A
174103,3.947913832,10954.574,217.138489,6,B
174151,3.949002268,10956.869,288.686218,2,A
174199,3.950090703,10959.164,360.248932,7,B
174248,3.951201814,10961.506,433.317993,3,A
174296,3.952290249,10963.799,504.910980,8,B
174344,3.953378685,10966.092,576.518921,4,A
174392,3.954467120,10968.385,648.141846,9,B
174441,3.955578231,10970.726,1.272401,0,A
174489,3.956666667,10973.019,72.925598,5,B
174537,3.957755102,10975.311,144.593765,1,A
174585,3.958843537,10977.604,216.276917,6,B
174634,3.959954649,10979.943,289.468903,2,A
174682,3.961043084,10982.234,361.182281,7,B
174730,3.962131519,10984.526,432.910645,3,A
174778,3.963219955,10986.818,504.653961,8,B
174826,3.964308390,10989.109,576.412231,4,A
174874,3.965396825,10991.400,648.185486,9,B
174923,3.966507937,10993.740,1.469474,0,A
174971,3.967596372,10996.031,73.272964,5,B
175019,3.968684807,10998.321,145.091415,1,A
175067,3.969773243,11000.612,216.924820,6,B
175115,3.970861678,11002.902,288.773193,2,A
175163,3.971950113,11005.192,360.636505,7,B
175211,3.973038549,11007.482,432.514771,3,A
175259,3.974126984,11009.771,504.408020,8,B
175307,3.975215420,11012.061,576.316223,4,A
175355,3.976303855,11014.351,648.239319,9,B
175403,3.977392290,11016.639,0.177407,0,A
175451,3.978480726,11018.929,72.130440,5,B
175499,3.979569161,11021.217,144.098419,1,A
175547,3.980657596,11023.506,216.081345,6,B
175595,3.981746032,11025.793,288.079193,2,A
175643,3.982834467,11028.082,360.092010,7,B
175691,3.983922902,11030.370,432.119781,3,A
175739,3.985011338,11032.658,504.162476,8,B
175787,3.986099773,11034.945,576.220093,4,A
175835,3.987188209,11037.232,648.292664,9,B
175883,3.988276644,11039.520,0.380172,0,A
175931,3.989365079,11041.806,72.482613,5,B
175979,3.990453515,11044.093,144.599991,1,A
176027,3.991541950,11046.379,216.732300,6,B
176075,3.992630385,11048.666,288.879547,2,A
176123,3.993718821,11050.951,361.041718,7,B
176171,3.994807256,11053.238,433.218811,3,A
176219,3.995895692,11055.522,505.410828,8,B
176266,3.996961451,11057.762,576.113342,4,A
176314,3.998049887,11060.046,648.334900,9,B
176362,3.999138322,11062.330,0.571379,0,A
176410,4.000226757,11064.617,72.822792,5,B
176458,4.001315193,11066.900,145.089127,1,A
176506,4.002403628,11069.186,217.370377,6,B
176553,4.003469388,11071.422,288.160217,2,A
176601,4.004557823,11073.705,360.471008,7,B
176649,4.005646259,11075.988,432.796692,3,A
176697,4.006734694,11078.273,505.137299,8,B
176745,4.007823129,11080.557,577.492798,4,A
176792,4.008888889,11082.791,648.355347,9,B
176840,4.009977324,11085.075,0.740390,0,A
176888,4.011065760,11087.357,73.140327,5,B
176935,4.012131519,11089.593,144.046371,1,A
176983,4.013219955,11091.874,216.475815,6,B
177031,4.014308390,11094.156,288.920135,2,A
177079,4.015396825,11096.438,361.379395,7,B
177126,4.016462585,11098.674,432.343506,3,A
177174,4.017551020,11100.955,504.832245,8,B
177222,4.018639456,11103.236,577.335876,4,A
177269,4.019705215,11105.469,648.343445,9,B
177317,4.020793651,11107.750,0.876570,0,A
177365,4.021882086,11110.030,73.424583,5,B
177412,4.022947846,11112.264,144.475601,1,A
177460,4.024036281,11114.545,217.053085,6,B
177507,4.025102041,11116.776,288.132965,2,A
177555,4.026190476,11119.055,360.739929,7,B
177603,4.027278912,11121.336,433.361755,3,A
177650,4.028344671,11123.566,504.485077,8,B
177698,4.029433107,11125.848,577.136353,4,A
177745,4.030498866,11128.078,648.288513,9,B
177793,4.031587302,11130.355,0.969295,0,A
177840,4.032653061,11132.586,72.150291,5,B
177888,4.033741497,11134.865,144.860489,1,A
177935,4.034807256,11137.096,216.070328,6,B
177983,4.035895692,11139.375,288.809967,2,A
178030,4.036961451,11141.604,360.048615,7,B
178078,4.038049887,11143.881,432.817719,3,A
178125,4.039115646,11146.110,504.085205,8,B
178173,4.040204082,11148.388,576.883728,4,A
178220,4.041269841,11150.617,648.179993,9,B
178268,4.042358277,11152.895,1.007951,0,A
178315,4.043424036,11155.123,72.333054,5,B
178363,4.044512472,11157.398,145.190414,1,A
178410,4.045578231,11159.627,216.544327,6,B
178458,4.046666667,11161.903,289.431122,2,A
178505,4.047732426,11164.131,360.813812,7,B
178552,4.048798186,11166.357,432.210785,3,A
178600,4.049886621,11168.633,505.141510,8,B
178647,4.050952381,11170.861,576.567261,4,A
178694,4.052018141,11173.088,648.007263,9,B
178742,4.053106576,11175.362,0.981926,0,A
178789,4.054172336,11177.589,72.450691,5,B
178837,4.055260771,11179.861,145.454773,1,A
178884,4.056326531,11182.088,216.952316,6,B
178931,4.057392290,11184.314,288.464081,2,A
178979,4.058480726,11186.588,361.512085,7,B
179026,4.059546485,11188.812,433.052643,3,A
179073,4.060612245,11191.039,504.607422,8,B
179120,4.061678005,11193.264,576.176453,4,A
179168,4.062766440,11195.535,649.282837,9,B
179215,4.063832200,11197.760,0.880628,0,A
179262,4.064897959,11199.985,72.492615,5,B
179309,4.065963719,11202.209,144.118835,1,A
179357,4.067052154,11204.480,217.283676,6,B
179404,4.068117914,11206.703,288.938629,2,A
179451,4.069183673,11208.928,360.607819,7,B
179498,4.070249433,11211.150,432.291199,3,A
179546,4.071337868,11213.420,505.514435,8,B
179593,4.072403628,11215.643,577.226562,4,A
179640,4.073469388,11217.865,648.952942,9,B
179687,4.074535147,11220.090,0.693466,0,A
179734,4.075600907,11222.311,72.448227,5,B
179781,4.076666667,11224.532,144.217194,1,A
179828,4.077732426,11226.755,216.000366,6,B
179876,4.078820862,11229.023,289.325500,2,A
179923,4.079886621,11231.244,361.137390,7,B
179970,4.080952381,11233.464,432.963501,3,A
180017,4.082018141,11235.687,504.803802,8,B
180064,4.083083900,11237.906,576.658264,4,A
180111,4.084149660,11240.127,648.526978,9,B
180158,4.085215420,11242.348,0.409860,0,A
180205,4.086281179,11244.566,72.306946,5,B
180252,4.087346939,11246.785,144.218216,1,A
180299,4.088412698,11249.004,216.143692,6,B
180346,4.089478458,11251.225,288.083344,2,A
180393,4.090544218,11253.443,360.037201,7,B
180440,4.091609977,11255.662,432.005249,3,A
180488,4.092698413,11257.928,505.519165,8,B
180535,4.093764172,11260.146,577.515869,4,A
180582,4.094829932,11262.363,649.526733,9,B
180628,4.095873016,11264.533,0.019243,0,A
180675,4.096938776,11266.752,72.058197,5,B
180722,4.098004535,11268.969,144.111328,1,A
180769,4.099070295,11271.186,216.178650,6,B
180816,4.100136054,11273.403,288.260132,2,A
180863,4.101201814,11275.619,360.355804,7,B
180910,4.102267574,11277.836,432.465637,3,A
180957,4.103333333,11280.053,504.589630,8,B
181004,4.104399093,11282.268,576.727783,4,A
181051,4.105464853,11284.482,648.880127,9,B
181098,4.106530612,11286.697,1.046664,0,A
181145,4.107596372,11288.913,73.227341,5,B
181192,4.108662132,11291.128,145.422180,1,A
181238,4.109705215,11293.297,216.094666,6,B
181285,4.110770975,11295.510,288.317535,2,A
181332,4.111836735,11297.724,360.554565,7,B
181379,4.112902494,11299.938,432.805725,3,A
181426,4.113968254,11302.152,505.071075,8,B
181473,4.115034014,11304.365,577.350525,4,A
181519,4.116077098,11306.529,648.105896,9,B
181566,4.117142857,11308.744,0.413367,0,A
181613,4.118208617,11310.956,72.735008,5,B
181660,4.119274376,11313.168,145.070801,1,A
181707,4.120340136,11315.381,217.420731,6,B
181753,4.121383220,11317.545,288.244995,2,A
181800,4.122448980,11319.758,360.622925,7,B
181847,4.123514739,11321.969,433.014984,3,A
181894,4.124580499,11324.180,505.421173,8,B
181940,4.125623583,11326.344,576.300537,4,A
181987,4.126689342,11328.555,648.734680,9,B
182034,4.127755102,11330.765,1.183015,0,A
182080,4.128798186,11332.928,72.103561,5,B
182127,4.129863946,11335.138,144.579834,1,A
182174,4.130929705,11337.348,217.070251,6,B
182220,4.131972789,11339.510,288.031982,2,A
182267,4.133038549,11341.719,360.550354,7,B
182314,4.134104308,11343.928,433.082855,3,A
182360,4.135147392,11346.090,504.085785,8,B
182407,4.136213152,11348.299,576.646240,4,A
182454,4.137278912,11350.506,649.220764,9,B
182500,4.138321995,11352.667,0.264867,0,A
182547,4.139387755,11354.875,72.867363,5,B
182594,4.140453515,11357.082,145.483978,1,A
182640,4.141496599,11359.242,216.569229,6,B
182687,4.142562358,11361.449,289.213776,2,A
182733,4.143605442,11363.609,360.326355,7,B
182780,4.144671202,11365.816,432.998810,3,A
182826,4.145714286,11367.976,504.138702,8,B
182873,4.146780045,11370.181,576.839111,4,A
