sample,time_s,rpm,crank_phase_deg,cylinder,bank
358745,8.134807256,10569.140,0.348800,0,A
358795,8.135941043,10565.306,72.234421,5,B
358845,8.137074830,10561.477,144.093964,1,A
358896,8.138231293,10557.569,217.363861,6,B
358946,8.139365079,10553.738,289.170776,2,A
358996,8.140498866,10549.910,360.951630,7,B
359046,8.141632653,10546.084,432.706451,3,A
359096,8.142766440,10542.261,504.435242,8,B
359146,8.143900227,10538.436,576.138000,4,A
359197,8.145056689,10534.534,649.248047,9,B
359247,8.146190476,10530.713,0.898302,0,A
359297,8.147324263,10526.893,72.522552,5,B
359347,8.148458050,10523.072,144.120819,1,A
359398,8.149614512,10519.180,217.124283,6,B
359448,8.150748299,10515.364,288.670105,2,A
359498,8.151882086,10511.547,360.189941,7,B
359549,8.153038549,10507.656,433.113464,3,A
359599,8.154172336,10503.846,504.580872,8,B
359649,8.155306122,10500.035,576.022400,4,A
359700,8.156462585,10496.147,648.866028,9,B
359750,8.157596372,10492.338,0.255171,0,A
359801,8.158752834,10488.457,73.045418,5,B
359851,8.159886621,10484.650,144.382248,1,A
359902,8.161043084,10480.768,217.119141,6,B
359952,8.162176871,10476.964,288.403687,2,A
360003,8.163333333,10473.088,361.087280,7,B
360053,8.164467120,10469.287,432.319580,3,A
360104,8.165623583,10465.410,504.949890,8,B
360154,8.166757370,10461.611,576.130005,4,A
360205,8.167913832,10457.740,648.707031,9,B
360256,8.169070295,10453.867,1.257257,0,A
360306,8.170204082,10450.072,72.358833,5,B
360357,8.171360544,10446.201,144.855865,1,A
360408,8.172517007,10442.336,217.326035,6,B
360458,8.173650794,10438.547,288.349182,2,A
360509,8.174807256,10434.680,360.766235,7,B
360560,8.175963719,10430.818,433.156494,3,A
360610,8.177097506,10427.031,504.101288,8,B
360661,8.178253968,10423.170,576.438477,4,A
360712,8.179410431,10419.312,648.748840,9,B
360763,8.180566893,10415.453,1.032450,0,A
360814,8.181723356,10411.594,73.289291,5,B
360864,8.182857143,10407.814,144.103348,1,A
360915,8.184013605,10403.963,216.307220,6,B
360966,8.185170068,10400.108,288.484344,2,A
361017,8.186326531,10396.256,360.634735,7,B
361068,8.187482993,10392.406,432.758392,3,A
361119,8.188639456,10388.558,504.855377,8,B
361170,8.189795918,10384.713,576.925659,4,A
361221,8.190952381,10380.864,648.969177,9,B
361272,8.192108844,10377.019,0.986088,0,A
361323,8.193265306,10373.178,72.976303,5,B
361374,8.194421769,10369.335,144.939850,1,A
361425,8.195578231,10365.492,216.876755,6,B
361476,8.196734694,10361.655,288.786987,2,A
361527,8.197891156,10357.816,360.670624,7,B
361578,8.199047619,10353.979,432.527618,3,A
361629,8.200204082,10350.146,504.358002,8,B
361680,8.201360544,10346.311,576.161743,4,A
361732,8.202539683,10342.404,649.346069,9,B
361783,8.203696145,10338.571,1.096114,0,A
361834,8.204852608,10334.741,72.819595,5,B
361885,8.206009070,10330.915,144.516510,1,A
361936,8.207165533,10327.086,216.186859,6,B
361988,8.208344671,10323.187,289.235168,2,A
362039,8.209501134,10319.360,360.851929,7,B
362090,8.210657596,10315.539,432.442139,3,A
362141,8.211814059,10311.718,504.005798,8,B
362193,8.212993197,10307.820,576.945435,4,A
362244,8.214149660,10304.004,648.455566,9,B
362296,8.215328798,10300.109,1.340594,0,A
362347,8.216485261,10296.295,72.797249,5,B
362398,8.217641723,10292.479,144.227432,1,A
362450,8.218820862,10288.593,217.030960,6,B
362501,8.219977324,10284.779,288.407684,2,A
362553,8.221156463,10280.896,361.156738,7,B
362604,8.222312925,10277.084,432.480103,3,A
362656,8.223492063,10273.203,505.174713,8,B
362707,8.224648526,10269.396,576.444702,4,A
362759,8.225827664,10265.518,649.084961,9,B
362810,8.226984127,10261.713,0.301588,0,A
362862,8.228163265,10257.833,72.887474,5,B
362913,8.229319728,10254.034,144.050842,1,A
362965,8.230498866,10250.159,216.582428,6,B
363017,8.231678005,10246.288,289.086609,2,A
363068,8.232834467,10242.489,360.169861,7,B
363120,8.234013605,10238.621,432.619781,3,A
363172,8.235192744,10234.754,505.042328,8,B
363223,8.236349206,10230.959,576.045593,4,A
363275,8.237528345,10227.092,648.413940,9,B
363327,8.238707483,10223.229,0.754937,0,A
363379,8.239886621,10219.368,73.068619,5,B
363431,8.241065760,10215.504,145.354980,1,A
363482,8.242222222,10211.721,216.224686,6,B
363534,8.243401361,10207.860,288.456940,2,A
363586,8.244580499,10204.004,360.661926,7,B
363638,8.245759637,10200.146,432.839600,3,A
363690,8.246938776,10196.295,504.990021,8,B
363742,8.248117914,10192.443,577.113159,4,A
363794,8.249297052,10188.589,649.209045,9,B
363846,8.250476190,10184.740,1.277730,0,A
363898,8.251655329,10180.890,73.319153,5,B
363950,8.252834467,10177.043,145.333344,1,A
364002,8.254013605,10173.197,217.320343,6,B
364054,8.255192744,10169.354,289.280121,2,A
364106,8.256371882,10165.512,361.212708,7,B
364158,8.257551020,10161.669,433.118103,3,A
364210,8.258730159,10157.830,504.996368,8,B
364262,8.259909297,10153.989,576.847412,4,A
364314,8.261088435,10150.152,648.671326,9,B
364366,8.262267574,10146.318,0.468126,0,A
364418,8.263446712,10142.483,72.237770,5,B
364471,8.264648526,10138.577,145.359695,1,A
364523,8.265827664,10134.744,217.074585,6,B
364575,8.267006803,10130.915,288.762390,2,A
364627,8.268185941,10127.088,360.423065,7,B
364679,8.269365079,10123.259,432.056702,3,A
364732,8.270566893,10119.359,505.040009,8,B
364784,8.271746032,10115.537,576.618958,4,A
364836,8.272925170,10111.713,648.170898,9,B
364889,8.274126984,10107.819,1.070987,0,A
364941,8.275306122,10104.000,72.568314,5,B
364993,8.276485261,10100.180,144.038620,1,A
365046,8.277687075,10096.290,216.855560,6,B
365098,8.278866213,10092.476,288.271332,2,A
365151,8.280068027,10088.585,361.032715,7,B
365203,8.281247166,10084.774,432.394012,3,A
365256,8.282448980,10080.891,505.099884,8,B
365308,8.283628118,10077.080,576.406738,4,A
365361,8.284829932,10073.199,649.057129,9,B
365413,8.286009070,10069.393,0.309555,0,A
365466,8.287210884,10065.515,72.904526,5,B
365518,8.288390023,10061.709,144.102600,1,A
365571,8.289591837,10057.834,216.642181,6,B
365624,8.290793651,10053.961,289.153839,2,A
365676,8.291972789,10050.158,360.270172,7,B
365729,8.293174603,10046.288,432.726501,3,A
365782,8.294376417,10042.420,505.154907,8,B
365834,8.295555556,10038.625,576.189636,4,A
365887,8.296757370,10034.757,648.562805,9,B
365940,8.297959184,10030.893,0.908059,0,A
365993,8.299160998,10027.029,73.225464,5,B
366045,8.300340136,10023.240,144.151321,1,A
366098,8.301541950,10019.377,216.413559,6,B
366151,8.302743764,10015.519,288.647949,2,A
366204,8.303945578,10011.662,360.854553,7,B
366257,8.305147392,10007.807,433.033295,3,A
366310,8.306349206,10003.952,505.184265,8,B
366363,8.307551020,10000.096,577.307434,4,A
366415,8.308730159,9996.318,648.042786,9,B
366468,8.309931973,9992.469,0.110969,0,A
366521,8.311133787,9988.621,72.151367,5,B
366574,8.312335601,9984.771,144.164017,1,A
366627,8.313537415,9980.926,216.148926,6,B
366680,8.314739229,9977.083,288.106110,2,A
366733,8.315941043,9973.240,360.035583,7,B
366787,8.317165533,9969.327,433.293732,3,A
366840,8.318367347,9965.488,505.167267,8,B
366893,8.319569161,9961.647,577.013123,4,A
366946,8.320770975,9957.812,648.831360,9,B
366999,8.321972789,9953.977,0.621895,0,A
367052,8.323174603,9950.145,72.384789,5,B
367105,8.324376417,9946.312,144.120041,1,A
367159,8.325600907,9942.410,217.180389,6,B
367212,8.326802721,9938.582,288.859863,2,A
367265,8.328004535,9934.750,360.511749,7,B
367318,8.329206349,9930.926,432.136047,3,A
367372,8.330430839,9927.028,505.083374,8,B
367425,8.331632653,9923.206,576.651978,4,A
367478,8.332834467,9919.385,648.193054,9,B
367532,8.334058957,9915.493,1.055603,0,A
367585,8.335260771,9911.676,72.541046,5,B
367639,8.336485261,9907.787,145.346970,1,A
367692,8.337687075,9903.970,216.776855,6,B
367745,8.338888889,9900.156,288.179230,2,A
367799,8.340113379,9896.271,360.900543,7,B
367852,8.341315193,9892.462,432.247406,3,A
367906,8.342539683,9888.581,504.912201,8,B
367959,8.343741497,9884.773,576.203613,4,A
368013,8.344965986,9880.896,648.811951,9,B
368066,8.346167800,9877.092,0.047962,0,A
368120,8.347392290,9873.217,72.599846,5,B
368174,8.348616780,9869.344,145.123260,1,A
368227,8.349818594,9865.545,216.275986,6,B
368281,8.351043084,9861.674,288.743042,2,A
368335,8.352267574,9857.806,361.181671,7,B
368388,8.353469388,9854.007,432.251221,3,A
368442,8.354693878,9850.146,504.633575,8,B
368496,8.355918367,9846.281,576.987488,4,A
368550,8.357142857,9842.420,649.313049,9,B
368603,8.358344671,9838.627,0.271678,0,A
368657,8.359569161,9834.768,72.541039,5,B
368711,8.360793651,9830.910,144.782059,1,A
368765,8.362018141,9827.055,216.994736,6,B
368819,8.363242630,9823.199,289.179077,2,A
368873,8.364467120,9819.351,361.335144,7,B
368926,8.365668934,9815.568,432.127441,3,A
368980,8.366893424,9811.718,504.227417,8,B
369034,8.368117914,9807.870,576.299133,4,A
369088,8.369342404,9804.023,648.342529,9,B
369142,8.370566893,9800.179,0.357733,0,A
369196,8.371791383,9796.336,72.344673,5,B
369250,8.373015873,9792.497,144.303391,1,A
369304,8.374240363,9788.656,216.233887,6,B
369358,8.375464853,9784.818,288.136169,2,A
369412,8.376689342,9780.980,360.010254,7,B
369467,8.377936508,9777.074,433.186371,3,A
369521,8.379160998,9773.240,505.003601,8,B
369575,8.380385488,9769.408,576.792664,4,A
369629,8.381609977,9765.578,648.553528,9,B
369683,8.382834467,9761.749,0.286325,0,A
369738,8.384081633,9757.850,73.318573,5,B
369792,8.385306122,9754.023,144.994583,1,A
369846,8.386530612,9750.199,216.642487,6,B
369900,8.387755102,9746.377,288.262329,2,A
369955,8.389002268,9742.487,361.179565,7,B
370009,8.390226757,9738.668,432.742737,3,A
370063,8.391451247,9734.850,504.277832,8,B
370118,8.392698413,9730.963,577.108826,4,A
370172,8.393922902,9727.148,648.587341,9,B
370226,8.395147392,9723.335,0.037844,0,A
370281,8.396394558,9719.453,72.782707,5,B
370335,8.397619048,9715.643,144.176682,1,A
370390,8.398866213,9711.764,216.863998,6,B
370444,8.400090703,9707.957,288.201508,2,A
370499,8.401337868,9704.084,360.831329,7,B
370553,8.402562358,9700.281,432.112427,3,A
370608,8.403809524,9696.408,504.684784,8,B
370663,8.405056689,9692.537,577.228210,4,A
370717,8.406281179,9688.739,648.424500,9,B
370772,8.407528345,9684.875,0.910528,0,A
370826,8.408752834,9681.080,72.050499,5,B
370881,8.410000000,9677.215,144.479218,1,A
370936,8.411247166,9673.353,216.879044,6,B
370991,8.412494331,9669.492,289.249969,2,A
371045,8.413718821,9665.703,360.276947,7,B
371100,8.414965986,9661.848,432.590668,3,A
371155,8.416213152,9657.991,504.875488,8,B
371210,8.417460317,9654.137,577.131470,4,A
371264,8.418684807,9650.354,648.045715,9,B
371319,8.419931973,9646.504,0.244583,0,A
371374,8.421179138,9642.657,72.414658,5,B
371429,8.422426304,9638.811,144.555939,1,A
371484,8.423673469,9634.963,216.668427,6,B
371539,8.424920635,9631.119,288.752167,2,A
371594,8.426167800,9627.279,360.807129,7,B
371649,8.427414966,9623.438,432.833344,3,A
371704,8.428662132,9619.600,504.830841,8,B
371759,8.429909297,9615.762,576.799622,4,A
371814,8.431156463,9611.928,648.739685,9,B
371869,8.432403628,9608.094,0.651085,0,A
371924,8.433650794,9604.261,72.533783,5,B
371979,8.434897959,9600.430,144.387817,1,A
372034,8.436145125,9596.604,216.213196,6,B
372089,8.437392290,9592.775,288.009918,2,A
372145,8.438662132,9588.879,361.082642,7,B
372200,8.439909297,9585.059,432.821594,3,A
372255,8.441156463,9581.236,504.531952,8,B
372310,8.442403628,9577.416,576.213745,4,A
372366,8.443673469,9573.528,649.169434,9,B
372421,8.444920635,9569.711,0.793537,0,A
372476,8.446167800,9565.895,72.389084,5,B
372532,8.447437642,9562.014,145.257034,1,A
372587,8.448684807,9558.201,216.794998,6,B
372642,8.449931973,9554.391,288.304443,2,A
372698,8.451201814,9550.516,361.084747,7,B
372753,8.452448980,9546.708,432.536682,3,A
372809,8.453718821,9542.832,505.258484,8,B
372864,8.454965986,9539.030,576.652954,4,A
372919,8.456213152,9535.229,648.018982,9,B
372975,8.457482993,9531.358,0.653316,0,A
373031,8.458752834,9527.493,73.258202,5,B
373086,8.460000000,9523.695,144.537903,1,A
373142,8.461269841,9519.834,217.084412,6,B
373197,8.462517007,9516.040,288.306793,2,A
373253,8.463786848,9512.178,360.794983,7,B
373309,8.465056689,9508.320,433.253754,3,A
373364,8.466303855,9504.532,504.390045,8,B
373420,8.467573696,9500.676,576.790588,4,A
373476,8.468843537,9496.825,649.161743,9,B
373531,8.470090703,9493.041,0.212012,0,A
373587,8.471360544,9489.193,72.525024,5,B
373643,8.472630385,9485.344,144.808701,1,A
373699,8.473900227,9481.499,217.063080,6,B
373755,8.475170068,9477.652,289.288147,2,A
373810,8.476417234,9473.879,360.195007,7,B
373866,8.477687075,9470.039,432.362030,3,A
373922,8.478956916,9466.199,504.499817,8,B
373978,8.480226757,9462.363,576.608398,4,A
374034,8.481496599,9458.526,648.687683,9,B
374090,8.482766440,9454.693,0.737782,0,A
374146,8.484036281,9450.859,72.758675,5,B
374202,8.485306122,9447.031,144.750366,1,A
374258,8.486575964,9443.201,216.712891,6,B
374314,8.487845805,9439.377,288.646271,2,A
374370,8.489115646,9435.549,360.550476,7,B
374426,8.490385488,9431.727,432.425537,3,A
374482,8.491655329,9427.904,504.271484,8,B
374538,8.492925170,9424.083,576.088318,4,A
374595,8.494217687,9420.198,649.157715,9,B
374651,8.495487528,9416.385,0.915883,0,A
374707,8.496757370,9412.568,72.644958,5,B
374763,8.498027211,9408.756,144.344971,1,A
374819,8.499297052,9404.944,216.015945,6,B
374876,8.500589569,9401.068,288.936951,2,A
374932,8.501859410,9397.260,360.549377,7,B
374988,8.503129252,9393.455,432.132782,3,A
375045,8.504421769,9389.582,504.964722,8,B
375101,8.505691610,9385.781,576.489624,4,A
375158,8.506984127,9381.914,649.262085,9,B
375214,8.508253968,9378.115,0.728584,0,A
375270,8.509523810,9374.318,72.166161,5,B
375327,8.510816327,9370.455,144.849716,1,A
375383,8.512086168,9366.664,216.228943,6,B
375440,8.513378685,9362.803,288.853149,2,A
375496,8.514648526,9359.014,360.174103,7,B
375553,8.515941043,9355.160,432.738983,3,A
375609,8.517210884,9351.373,504.001709,8,B
375666,8.518503401,9347.522,576.507385,4,A
375723,8.519795918,9343.670,648.983154,9,B
375779,8.521065760,9339.892,0.158383,0,A
375836,8.522358277,9336.047,72.575020,5,B
375893,8.523650794,9332.199,144.961838,1,A
375949,8.524920635,9328.427,216.049683,6,B
376006,8.526213152,9324.587,288.377411,2,A
376063,8.527505669,9320.746,360.675385,7,B
376120,8.528798186,9316.910,432.943604,3,A
376177,8.530090703,9313.076,505.182037,8,B
376233,8.531360544,9309.309,576.124207,4,A
376290,8.532653061,9305.479,648.303711,9,B
376347,8.533945578,9301.647,0.453552,0,A
376404,8.535238095,9297.820,72.573685,5,B
376461,8.536530612,9293.996,144.664139,1,A
376518,8.537823129,9290.172,216.724930,6,B
376575,8.539115646,9286.349,288.756073,2,A
376632,8.540408163,9282.529,360.757599,7,B
376689,8.541700680,9278.712,432.729492,3,A
376746,8.542993197,9274.895,504.671753,8,B
376803,8.544285714,9271.080,576.584473,4,A
376860,8.545578231,9267.268,648.467590,9,B
376917,8.546870748,9263.455,0.321156,0,A
376974,8.548163265,9259.646,72.145172,5,B
377032,8.549478458,9255.773,145.198944,1,A
377089,8.550770975,9251.969,216.963394,6,B
377146,8.552063492,9248.164,288.698334,2,A
377203,8.553356009,9244.363,360.403809,7,B
377260,8.554648526,9240.564,432.079803,3,A
377318,8.555963719,9236.699,504.983002,8,B
377375,8.557256236,9232.901,576.599609,4,A
377432,8.558548753,9229.109,648.186707,9,B
377490,8.559863946,9225.250,0.999576,0,A
377547,8.561156463,9221.461,72.527382,5,B
377604,8.562448980,9217.671,144.025803,1,A
377662,8.563764172,9213.818,216.748428,6,B
377719,8.565056689,9210.034,288.187592,2,A
377777,8.566371882,9206.186,360.849976,7,B
377834,8.567664399,9202.406,432.229980,3,A
377892,8.568979592,9198.561,504.832153,8,B
377949,8.570272109,9194.781,576.153015,4,A
378007,8.571587302,9190.940,648.695068,9,B
378065,8.572902494,9187.102,1.206812,0,A
378122,8.574195011,9183.331,72.438843,5,B
378180,8.575510204,9179.496,144.890549,1,A
378237,8.576802721,9175.729,216.063599,6,B
378295,8.578117914,9171.895,288.455322,2,A
378353,8.579433107,9168.065,360.816833,7,B
378411,8.580748299,9164.238,433.148102,3,A
378468,8.582040816,9160.479,504.202881,8,B
378526,8.583356009,9156.655,576.474304,4,A
378584,8.584671202,9152.833,648.715576,9,B
378642,8.585986395,9149.014,0.926649,0,A
378700,8.587301587,9145.195,73.107613,5,B
378757,8.588594104,9141.443,144.014740,1,A
378815,8.589909297,9137.629,216.135986,6,B
378873,8.591224490,9133.818,288.227173,2,A
378931,8.592539683,9130.008,360.288269,7,B
378989,8.593854875,9126.199,432.319275,3,A
379047,8.595170068,9122.393,504.320282,8,B
379105,8.596485261,9118.590,576.291260,4,A
379163,8.597800454,9114.787,648.232178,9,B
379221,8.599115646,9110.986,0.143137,0,A
379279,8.600430839,9107.188,72.024109,5,B
379338,8.601768707,9103.326,145.113663,1,A
379396,8.603083900,9099.531,216.934189,6,B
379454,8.604399093,9095.740,288.724792,2,A
379512,8.605714286,9091.949,360.485474,7,B
379570,8.607029478,9088.158,432.216248,3,A
379629,8.608367347,9084.309,505.153107,8,B
379687,8.609682540,9080.523,576.823608,4,A
379745,8.610997732,9076.738,648.464233,9,B
379803,8.612312925,9072.959,0.075031,0,A
379862,8.613650794,9069.116,72.889900,5,B
379920,8.614965986,9065.337,144.440552,1,A
379979,8.616303855,9061.500,217.194260,6,B
380037,8.617619048,9057.725,288.684814,2,A
380095,8.618934240,9053.953,360.145599,7,B
380154,8.620272109,9050.122,432.807953,3,A
380212,8.621587302,9046.354,504.208771,8,B
380271,8.622925170,9042.525,576.810120,4,A
380329,8.624240363,9038.764,648.151001,9,B
380388,8.625578231,9034.938,0.691438,0,A
380447,8.626916100,9031.113,73.201164,5,B
380505,8.628231293,9027.356,144.452011,1,A
380564,8.629569161,9023.536,216.900909,6,B
380622,8.630884354,9019.784,288.091980,2,A
380681,8.632222222,9015.969,360.480103,7,B
380740,8.633560091,9012.154,432.837616,3,A
380799,8.634897959,9008.343,505.164520,8,B
380857,8.636213152,9004.598,576.235718,4,A
380916,8.637551020,9000.789,648.502014,9,B
380975,8.638888889,8996.984,0.737717,0,A
381034,8.640226757,8993.184,72.942894,5,B
381093,8.641564626,8989.383,145.117554,1,A
381151,8.642879819,8985.647,216.039169,6,B
381210,8.644217687,8981.850,288.153351,2,A
381269,8.645555556,8978.055,360.237061,7,B
381328,8.646893424,8974.262,432.290314,3,A
381387,8.648231293,8970.470,504.313141,8,B
381446,8.649569161,8966.681,576.305542,4,A
381505,8.650907029,8962.896,648.267517,9,B
381564,8.652244898,8959.111,0.199114,0,A
381623,8.653582766,8955.328,72.100342,5,B
381683,8.654943311,8951.482,145.189102,1,A
381742,8.656281179,8947.704,217.029129,6,B
381801,8.657619048,8943.928,288.838806,2,A
381860,8.658956916,8940.155,360.618225,7,B
381919,8.660294785,8936.383,432.367310,3,A
381978,8.661632653,8932.611,504.086151,8,B
382038,8.662993197,8928.779,576.989502,4,A
382097,8.664331066,8925.013,648.647339,9,B
382156,8.665668934,8921.252,0.274945,0,A
382216,8.667029478,8917.424,73.085594,5,B
382275,8.668367347,8913.664,144.652298,1,A
382334,8.669705215,8909.906,216.188812,6,B
382394,8.671065760,8906.089,288.906891,2,A
382453,8.672403628,8902.335,360.382629,7,B
382513,8.673764172,8898.520,433.038910,3,A
382572,8.675102041,8894.770,504.453888,8,B
382632,8.676462585,8890.961,577.048462,4,A
382691,8.677800454,8887.215,648.402771,9,B
382751,8.679160998,8883.407,0.935644,0,A
382810,8.680498866,8879.666,72.229362,5,B
382870,8.681859410,8875.865,144.700653,1,A
382930,8.683219955,8872.064,217.140915,6,B
382989,8.684557823,8868.330,288.343597,2,A
383049,8.685918367,8864.533,360.722382,7,B
383109,8.687278912,8860.741,433.070190,3,A
383168,8.688616780,8857.013,504.182007,8,B
383228,8.689977324,8853.223,576.468445,4,A
383288,8.691337868,8849.438,648.723938,9,B
383348,8.692698413,8845.650,0.948510,0,A
383408,8.694058957,8841.867,73.142212,5,B
383467,8.695396825,8838.152,144.102585,1,A
383527,8.696757370,8834.373,216.235077,6,B
383587,8.698117914,8830.596,288.336731,2,A
383647,8.699478458,8826.822,360.407562,7,B
383707,8.700839002,8823.051,432.447601,3,A
383767,8.702199546,8819.279,504.456848,8,B
383827,8.703560091,8815.514,576.435364,4,A
383887,8.704920635,8811.747,648.383118,9,B
383947,8.706281179,8807.986,0.300108,0,A
384007,8.707641723,8804.224,72.186409,5,B
384067,8.709002268,8800.463,144.042023,1,A
384128,8.710385488,8796.646,217.063782,6,B
384188,8.711746032,8792.890,288.857544,2,A
384248,8.713106576,8789.139,360.620667,7,B
384308,8.714467120,8785.388,432.353180,3,A
384368,8.715827664,8781.640,504.055084,8,B
384429,8.717210884,8777.832,576.920654,4,A
384489,8.718571429,8774.088,648.560852,9,B
384549,8.719931973,8770.348,0.170562,0,A
384610,8.721315193,8766.545,72.942444,5,B
384670,8.722675737,8762.810,144.490570,1,A
384730,8.724036281,8759.074,216.008194,6,B
384791,8.725419501,8755.280,288.686554,2,A
384851,8.726780045,8751.549,360.142731,7,B
384912,8.728163265,8747.757,432.758636,3,A
384972,8.729523810,8744.033,504.153442,8,B
385033,8.730907029,8740.245,576.707031,4,A
385093,8.732267574,8736.525,648.040527,9,B
385154,8.733650794,8732.743,0.531777,0,A
385215,8.735034014,8728.965,72.991669,5,B
385275,8.736394558,8725.248,144.233109,1,A
385336,8.737777778,8721.476,216.630829,6,B
385397,8.739160998,8717.705,288.997223,2,A
385457,8.740521542,8713.995,360.146759,7,B
385518,8.741904762,8710.227,432.451111,3,A
385579,8.743287982,8706.462,504.724182,8,B
385640,8.744671202,8702.699,576.966003,4,A
385701,8.746054422,8698.938,649.176636,9,B
385761,8.747414966,8695.242,0.173032,0,A
385822,8.748798186,8691.484,72.321770,5,B
385883,8.750181406,8687.730,144.439346,1,A
385944,8.751564626,8683.979,216.525772,6,B
386005,8.752947846,8680.229,288.581085,2,A
386066,8.754331066,8676.483,360.605255,7,B
386127,8.755714286,8672.736,432.598358,3,A
386188,8.757097506,8668.995,504.560394,8,B
386249,8.758480726,8665.253,576.491394,4,A
386310,8.759863946,8661.517,648.391296,9,B
386371,8.761247166,8657.778,0.260257,0,A
386432,8.762630385,8654.047,72.098198,5,B
386494,8.764036281,8650.255,145.082062,1,A
386555,8.765419501,8646.523,216.857559,6,B
386616,8.766802721,8642.799,288.602112,2,A
386677,8.768185941,8639.076,360.315765,7,B
386739,8.769591837,8635.291,433.173370,3,A
386800,8.770975057,8631.572,504.824738,8,B
386861,8.772358277,8627.855,576.445251,4,A
386922,8.773741497,8624.139,648.034912,9,B
386984,8.775147392,8620.366,0.766576,0,A
387045,8.776530612,8616.657,72.294106,5,B
387107,8.777936508,8612.887,144.962662,1,A
387168,8.779319728,8609.182,216.428146,6,B
387230,8.780725624,8605.418,289.033691,2,A
387291,8.782108844,8601.716,360.437164,7,B
387353,8.783514739,8597.957,432.979767,3,A
387414,8.784897959,8594.262,504.321381,8,B
387476,8.786303855,8590.507,576.801086,4,A
387537,8.787687075,8586.813,648.080872,9,B
387599,8.789092971,8583.064,0.497787,0,A
387661,8.790498866,8579.317,72.883087,5,B
387722,8.791882086,8575.631,144.070038,1,A
387784,8.793287982,8571.889,216.392670,6,B
387846,8.794693878,8568.148,288.683716,2,A
387908,8.796099773,8564.412,360.943268,7,B
387969,8.797482993,8560.734,432.006531,3,A
388031,8.798888889,8557.002,504.203552,8,B
388093,8.800294785,8553.271,576.369080,4,A
388155,8.801700680,8549.544,648.503174,9,B
388217,8.803106576,8545.818,0.605791,0,A
388279,8.804512472,8542.096,72.677002,5,B
388341,8.805918367,8538.373,144.716812,1,A
388403,8.807324263,8534.654,216.725250,6,B
388465,8.808730159,8530.938,288.702332,2,A
388527,8.810136054,8527.225,360.648071,7,B
388589,8.811541950,8523.514,432.562500,3,A
388651,8.812947846,8519.803,504.445618,8,B
388713,8.814353741,8516.096,576.297424,4,A
388775,8.815759637,8512.393,648.118042,9,B
388838,8.817188209,8508.631,1.065032,0,A
388900,8.818594104,8504.933,72.822662,5,B
388962,8.820000000,8501.236,144.549103,1,A
389024,8.821405896,8497.539,216.244370,6,B
389087,8.822834467,8493.790,289.064087,2,A
389149,8.824240363,8490.099,360.696564,7,B
389211,8.825646259,8486.412,432.297913,3,A
389274,8.827074830,8482.668,505.022308,8,B
389336,8.828480726,8478.985,576.560974,4,A
389398,8.829886621,8475.307,648.068665,9,B
389461,8.831315193,8471.569,0.697843,0,A
389523,8.832721088,8467.895,72.142944,5,B
389586,8.834149660,8464.162,144.708649,1,A
389648,8.835555556,8460.491,216.091293,6,B
389711,8.836984127,8456.767,288.593567,2,A
389774,8.838412698,8453.042,361.063904,7,B
389836,8.839818594,8449.377,432.352783,3,A
389899,8.841247166,8445.658,504.759827,8,B
389962,8.842675737,8441.941,577.135010,4,A
390024,8.844081633,8438.287,648.330261,9,B
390087,8.845510204,8434.574,0.642294,0,A
390150,8.846938776,8430.865,72.922508,5,B
390212,8.848344671,8427.219,144.024384,1,A
390275,8.849773243,8423.514,216.241547,6,B
390338,8.851201814,8419.812,288.426971,2,A
390401,8.852630385,8416.112,360.580688,7,B
390464,8.854058957,8412.416,432.702728,3,A
390527,8.855487528,8408.722,504.793060,8,B
390590,8.856916100,8405.030,576.851746,4,A
390653,8.858344671,8401.341,648.878784,9,B
390716,8.859773243,8397.654,0.874262,0,A
390779,8.861201814,8393.971,72.838127,5,B
390842,8.862630385,8390.289,144.770432,1,A
390905,8.864058957,8386.612,216.671188,6,B
390968,8.865487528,8382.936,288.540405,2,A
391031,8.866916100,8379.263,360.378143,7,B
391094,8.868344671,8375.591,432.184418,3,A
391158,8.869795918,8371.863,505.098236,8,B
391221,8.871224490,8368.197,576.841125,4,A
391284,8.872653061,8364.533,648.552551,9,B
391347,8.874081633,8360.873,0.232616,0,A
391411,8.875532880,8357.156,73.018341,5,B
391474,8.876961451,8353.500,144.635193,1,A
391537,8.878390023,8349.847,216.220718,6,B
391601,8.879841270,8346.140,288.910461,2,A
391664,8.881269841,8342.492,360.432922,7,B
391728,8.882721088,8338.787,433.058624,3,A
391791,8.884149660,8335.145,504.518097,8,B
391855,8.885600907,8331.445,577.079895,4,A
391918,8.887029478,8327.808,648.476440,9,B
391982,8.888480726,8324.114,0.974342,0,A
392045,8.889909297,8320.482,72.308090,5,B
392109,8.891360544,8316.796,144.742249,1,A
392172,8.892789116,8313.168,216.013260,6,B
392236,8.894240363,8309.486,288.383759,2,A
392300,8.895691610,8305.806,360.722168,7,B
392364,8.897142857,8302.131,433.028595,3,A
392427,8.898571429,8298.513,504.173950,8,B
392491,8.900022676,8294.841,576.416870,4,A
392555,8.901473923,8291.172,648.627808,9,B
392619,8.902925170,8287.504,0.806828,0,A
392683,8.904376417,8283.842,72.953934,5,B
392747,8.905827664,8280.180,145.069138,1,A
392810,8.907256236,8276.579,216.026428,6,B
392874,8.908707483,8272.922,288.078430,2,A
392938,8.910158730,8269.269,360.098602,7,B
393002,8.911609977,8265.620,432.087006,3,A
