Time_ms,Speed_kmh,RPM,Gear,Throttle,Brake,Steering,Lat_G,Long_G,Vert_G,FL_Comp,FR_Comp,RL_Comp,RR_Comp,Front_Slip,Rear_Slip,TC_Active,DriveTorque,Session_Id,Session_Timestamp_UTC,Physics_Hz,Test_Id,Track_Scene,Vehicle_Node_Path,Vehicle_Scene,Vehicle_Script,Setup_Schema_Version,Setup_JSON
1866,33.51,4754.2,1,1.000,0.000,0.001,0.247,0.513,-0.005,55.09,55.15,80.92,80.98,0.0046,0.0983,true,1106.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1874,33.66,4756.2,1,1.000,0.000,-0.001,-0.246,0.512,-0.005,55.13,55.07,80.99,80.93,0.0045,0.0978,true,1108.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1883,33.81,4758.4,1,1.000,0.000,0.001,0.246,0.512,-0.005,55.05,55.11,80.94,81.01,0.0045,0.0975,true,1110.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1891,33.96,4760.6,1,1.000,0.000,-0.001,-0.246,0.512,-0.005,55.10,55.03,81.02,80.95,0.0045,0.0972,true,1113.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1899,34.12,4762.9,1,1.000,0.000,0.001,0.246,0.513,-0.005,55.02,55.08,80.97,81.03,0.0045,0.0971,true,1116.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1908,34.27,4765.3,1,1.000,0.000,-0.001,-0.246,0.513,-0.005,55.07,55.00,81.04,80.98,0.0045,0.0970,true,1119.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1916,34.42,4767.8,1,1.000,0.000,0.001,0.246,0.514,-0.005,54.99,55.05,80.99,81.05,0.0044,0.0970,true,1122.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1924,34.57,4770.4,1,1.000,0.000,-0.001,-0.246,0.514,-0.005,55.04,54.97,81.06,81.00,0.0044,0.0970,true,1125.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1933,34.72,4773.1,1,1.000,0.000,0.001,0.245,0.515,-0.005,54.96,55.02,81.01,81.07,0.0044,0.0971,true,1128.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1941,34.87,4775.8,1,1.000,0.000,-0.001,-0.245,0.516,-0.005,55.01,54.94,81.09,81.02,0.0044,0.0972,true,1131.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1949,35.02,4778.7,1,1.000,0.000,0.001,0.245,0.517,-0.005,54.93,54.99,81.03,81.10,0.0043,0.0974,true,1134.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1958,35.18,4781.5,1,1.000,0.000,-0.001,-0.244,0.518,-0.005,54.98,54.91,81.11,81.05,0.0043,0.0975,true,1136.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1966,35.33,4784.5,1,1.000,0.000,0.001,0.243,0.519,-0.005,54.90,54.96,81.06,81.12,0.0043,0.0977,true,1139.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1974,35.48,4787.5,1,1.000,0.000,-0.001,-0.243,0.520,-0.005,54.95,54.88,81.14,81.07,0.0042,0.0978,true,1141.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1983,35.64,4790.6,1,1.000,0.000,0.001,0.242,0.521,-0.005,54.86,54.93,81.09,81.15,0.0042,0.0979,true,1144.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1991,35.79,4793.7,1,1.000,0.000,-0.001,-0.241,0.522,-0.005,54.91,54.84,81.16,81.10,0.0042,0.0981,true,1146.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
1999,35.94,4796.9,1,1.000,0.000,0.001,0.241,0.523,-0.005,54.82,54.89,81.12,81.18,0.0041,0.0982,true,1148.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2008,36.10,4800.1,1,1.000,0.000,-0.001,-0.240,0.524,-0.005,54.87,54.80,81.20,81.13,0.0041,0.0983,true,1150.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2016,36.25,4803.5,1,1.000,0.000,0.001,0.239,0.525,-0.005,54.78,54.85,81.15,81.21,0.0041,0.0984,true,1152.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2024,36.41,4806.8,1,1.000,0.000,-0.001,-0.239,0.526,-0.005,54.83,54.76,81.23,81.17,0.0040,0.0985,true,1154.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2033,36.56,4810.3,1,1.000,0.000,0.001,0.238,0.527,-0.005,54.74,54.80,81.19,81.25,0.0040,0.0986,true,1156.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2041,36.72,4813.7,1,1.000,0.000,-0.001,-0.237,0.528,-0.005,54.78,54.72,81.26,81.20,0.0040,0.0987,true,1157.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2049,36.87,4817.3,1,1.000,0.000,0.001,0.237,0.529,-0.005,54.69,54.76,81.22,81.28,0.0039,0.0987,true,1159.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2058,37.03,4820.9,1,1.000,0.000,-0.001,-0.236,0.530,-0.005,54.73,54.67,81.30,81.24,0.0039,0.0988,true,1161.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2066,37.18,4824.6,1,1.000,0.000,0.001,0.236,0.530,-0.005,54.64,54.71,81.26,81.32,0.0039,0.0988,true,1163.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2074,37.34,4828.3,1,1.000,0.000,-0.001,-0.235,0.531,-0.005,54.68,54.62,81.34,81.28,0.0038,0.0989,true,1165.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2083,37.50,4832.1,1,1.000,0.000,0.001,0.234,0.532,-0.005,54.60,54.66,81.30,81.36,0.0038,0.0989,true,1167.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2091,37.65,4836.0,1,1.000,0.000,-0.001,-0.234,0.533,-0.005,54.64,54.57,81.38,81.32,0.0038,0.0990,true,1169.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2099,37.81,4840.0,1,1.000,0.000,0.001,0.233,0.534,-0.005,54.55,54.61,81.33,81.39,0.0038,0.0990,true,1171.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2108,37.97,4844.0,1,1.000,0.000,-0.001,-0.233,0.535,-0.005,54.59,54.52,81.41,81.35,0.0037,0.0990,true,1172.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2116,38.13,4848.1,1,1.000,0.000,0.001,0.232,0.535,-0.005,54.50,54.56,81.37,81.43,0.0037,0.0991,true,1174.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2124,38.28,4852.3,1,1.000,0.000,-0.001,-0.231,0.536,-0.005,54.54,54.47,81.45,81.39,0.0037,0.0991,true,1176.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2133,38.44,4856.6,1,1.000,0.000,0.001,0.231,0.537,-0.005,54.45,54.51,81.41,81.47,0.0036,0.0992,true,1178.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2141,38.60,4860.9,1,1.000,0.000,-0.001,-0.230,0.538,-0.005,54.49,54.42,81.49,81.43,0.0036,0.0992,true,1180.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2149,38.76,4865.4,1,1.000,0.000,0.001,0.230,0.539,-0.005,54.40,54.46,81.45,81.51,0.0036,0.0992,true,1182.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2158,38.92,4869.9,1,1.000,0.000,-0.001,-0.229,0.539,-0.005,54.44,54.38,81.53,81.47,0.0036,0.0993,true,1184.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2166,39.08,4874.5,1,1.000,0.000,0.001,0.228,0.540,-0.005,54.35,54.41,81.49,81.55,0.0035,0.0993,true,1186.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2174,39.23,4879.2,1,1.000,0.000,-0.001,-0.228,0.541,-0.005,54.39,54.33,81.57,81.51,0.0035,0.0994,true,1189.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2183,39.39,4884.0,1,1.000,0.000,0.001,0.227,0.542,-0.005,54.30,54.36,81.53,81.59,0.0035,0.0994,true,1191.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2191,39.55,4888.9,1,1.000,0.000,-0.000,-0.226,0.543,-0.005,54.34,54.28,81.61,81.55,0.0035,0.0995,true,1193.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2199,39.71,4893.9,1,1.000,0.000,0.000,0.226,0.544,-0.005,54.25,54.31,81.57,81.63,0.0034,0.0995,true,1195.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2208,39.87,4899.0,1,1.000,0.000,-0.000,-0.225,0.545,-0.005,54.29,54.23,81.65,81.59,0.0034,0.0996,true,1197.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2216,40.03,4904.2,1,1.000,0.000,0.000,0.225,0.545,-0.005,54.20,54.26,81.61,81.67,0.0034,0.0996,true,1199.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2224,40.20,4909.4,1,1.000,0.000,-0.000,-0.224,0.546,-0.005,54.24,54.18,81.69,81.63,0.0034,0.0997,true,1201.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2233,40.36,4914.8,1,1.000,0.000,0.000,0.223,0.547,-0.005,54.15,54.21,81.65,81.71,0.0033,0.0997,true,1204.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2241,40.52,4920.3,1,1.000,0.000,-0.000,-0.223,0.548,-0.005,54.19,54.13,81.73,81.67,0.0033,0.0998,true,1206.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2249,40.68,4926.0,1,1.000,0.000,0.000,0.222,0.549,-0.005,54.10,54.16,81.69,81.75,0.0033,0.0999,true,1208.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2258,40.84,4931.7,1,1.000,0.000,-0.000,-0.221,0.550,-0.005,54.14,54.08,81.77,81.71,0.0033,0.0999,true,1210.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2266,41.00,4937.5,1,1.000,0.000,0.000,0.221,0.551,-0.005,54.05,54.11,81.74,81.79,0.0032,0.1000,true,1212.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2274,41.17,4943.5,1,1.000,0.000,-0.000,-0.220,0.552,-0.005,54.08,54.02,81.81,81.76,0.0032,0.1001,true,1215.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2283,41.33,4949.5,1,1.000,0.000,0.000,0.219,0.553,-0.005,54.00,54.06,81.78,81.83,0.0032,0.1001,true,1217.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2291,41.49,4955.7,1,1.000,0.000,-0.000,-0.219,0.554,-0.005,54.03,53.97,81.86,81.80,0.0032,0.1002,true,1219.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2299,41.65,4962.0,1,1.000,0.000,0.000,0.218,0.555,-0.005,53.95,54.01,81.82,81.88,0.0031,0.1003,true,1222.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2308,41.82,4968.4,1,1.000,0.000,-0.000,-0.217,0.556,-0.005,53.98,53.92,81.90,81.84,0.0031,0.1004,true,1224.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2316,41.98,4975.0,1,1.000,0.000,0.000,0.216,0.557,-0.005,53.89,53.95,81.86,81.92,0.0031,0.1005,true,1226.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2324,42.15,4981.7,1,1.000,0.000,-0.000,-0.216,0.558,-0.005,53.93,53.87,81.94,81.89,0.0031,0.1005,true,1229.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2333,42.31,4988.5,1,1.000,0.000,0.000,0.215,0.559,-0.005,53.84,53.90,81.91,81.96,0.0030,0.1006,true,1231.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2341,42.47,4995.4,1,1.000,0.000,-0.000,-0.214,0.560,-0.005,53.87,53.82,81.99,81.93,0.0030,0.1007,true,1234.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2349,42.64,5002.5,1,1.000,0.000,0.000,0.214,0.561,-0.005,53.79,53.85,81.95,82.01,0.0030,0.1008,true,1236.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2358,42.80,5009.7,1,1.000,0.000,-0.000,-0.213,0.562,-0.006,53.82,53.76,82.03,81.98,0.0030,0.1009,true,1239.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2366,42.97,5017.1,1,1.000,0.000,0.000,0.212,0.563,-0.006,53.73,53.79,82.00,82.06,0.0029,0.1010,true,1241.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2374,43.14,5024.5,1,1.000,0.000,-0.000,-0.211,0.564,-0.006,53.76,53.71,82.08,82.02,0.0029,0.1011,true,1244.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2383,43.30,5032.2,1,1.000,0.000,0.000,0.211,0.565,-0.006,53.68,53.74,82.05,82.10,0.0029,0.1012,true,1246.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2391,43.47,5039.9,1,1.000,0.000,-0.000,-0.210,0.566,-0.006,53.71,53.65,82.13,82.07,0.0029,0.1013,true,1249.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2399,43.64,5047.8,1,1.000,0.000,0.000,0.209,0.567,-0.006,53.63,53.68,82.10,82.15,0.0029,0.1014,true,1251.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2408,43.80,5055.9,1,1.000,0.000,-0.000,-0.208,0.568,-0.006,53.65,53.60,82.17,82.12,0.0028,0.1015,true,1254.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2416,43.97,5064.1,1,1.000,0.000,0.000,0.208,0.569,-0.006,53.57,53.63,82.14,82.20,0.0028,0.1016,true,1257.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2424,44.14,5072.4,1,1.000,0.000,-0.000,-0.207,0.570,-0.006,53.60,53.54,82.22,82.17,0.0028,0.1017,true,1259.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2433,44.31,5080.9,1,1.000,0.000,0.000,0.206,0.571,-0.006,53.51,53.57,82.19,82.25,0.0028,0.1018,true,1262.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2441,44.47,5089.6,1,1.000,0.000,-0.000,-0.205,0.572,-0.006,53.54,53.48,82.27,82.22,0.0027,0.1020,true,1265.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2449,44.64,5098.4,1,1.000,0.000,0.000,0.204,0.573,-0.006,53.46,53.51,82.24,82.30,0.0027,0.1021,true,1268.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2458,44.81,5107.3,1,1.000,0.000,-0.000,-0.204,0.574,-0.006,53.48,53.43,82.32,82.27,0.0027,0.1022,true,1270.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2466,44.98,5116.4,1,1.000,0.000,0.000,0.203,0.576,-0.006,53.40,53.45,82.29,82.35,0.0027,0.1023,true,1273.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2474,45.15,5125.7,1,1.000,0.000,-0.000,-0.202,0.577,-0.006,53.42,53.37,82.37,82.32,0.0027,0.1025,true,1276.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2483,45.32,5135.1,1,1.000,0.000,0.000,0.201,0.578,-0.006,53.34,53.39,82.35,82.40,0.0026,0.1026,true,1279.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2491,45.49,5144.7,1,1.000,0.000,-0.000,-0.200,0.579,-0.006,53.36,53.31,82.42,82.37,0.0026,0.1028,true,1282.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2499,45.66,5154.5,1,1.000,0.000,0.000,0.199,0.580,-0.006,53.28,53.33,82.40,82.45,0.0026,0.1029,true,1285.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2508,45.83,5164.4,1,1.000,0.000,-0.000,-0.198,0.582,-0.006,53.30,53.25,82.48,82.43,0.0026,0.1031,true,1288.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2516,46.00,5174.5,1,1.000,0.000,0.000,0.198,0.583,-0.006,53.22,53.27,82.45,82.50,0.0025,0.1032,true,1291.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2524,46.18,5184.7,1,1.000,0.000,-0.000,-0.197,0.584,-0.006,53.24,53.19,82.53,82.48,0.0025,0.1034,true,1294.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2533,46.35,5195.1,1,1.000,0.000,0.000,0.196,0.585,-0.006,53.16,53.21,82.51,82.56,0.0025,0.1035,true,1297.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2541,46.52,5205.6,1,1.000,0.000,-0.000,-0.195,0.587,-0.006,53.18,53.13,82.59,82.54,0.0025,0.1037,true,1300.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2549,46.69,5216.4,1,1.000,0.000,0.000,0.194,0.588,-0.006,53.09,53.15,82.57,82.62,0.0025,0.1039,true,1304.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2558,46.87,5227.3,1,1.000,0.000,-0.000,-0.193,0.589,-0.006,53.11,53.06,82.64,82.59,0.0024,0.1040,true,1307.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2566,47.04,5238.3,1,1.000,0.000,0.000,0.192,0.590,-0.006,53.03,53.08,82.62,82.67,0.0024,0.1042,true,1310.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2574,47.21,5249.6,1,1.000,0.000,-0.000,-0.191,0.592,-0.006,53.05,53.00,82.70,82.65,0.0024,0.1044,true,1313.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2583,47.39,5261.0,1,1.000,0.000,0.000,0.190,0.593,-0.006,52.96,53.02,82.68,82.73,0.0024,0.1046,true,1317.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2591,47.56,5272.5,1,1.000,0.000,-0.000,-0.189,0.595,-0.006,52.98,52.93,82.76,82.71,0.0024,0.1048,true,1320.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2599,47.74,5284.8,1,1.000,0.000,0.000,0.188,0.596,-0.006,52.90,52.95,82.74,82.79,0.0024,0.1048,true,1317.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2608,47.91,5298.8,1,1.000,0.000,-0.000,-0.187,0.596,-0.006,52.92,52.86,82.82,82.77,0.0024,0.1045,true,1304.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2616,48.09,5313.8,1,1.000,0.000,0.000,0.186,0.596,-0.006,52.83,52.88,82.80,82.85,0.0024,0.1040,true,1300.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2624,48.27,5329.7,1,1.000,0.000,-0.000,-0.186,0.596,-0.006,52.85,52.80,82.88,82.83,0.0024,0.1035,true,1300.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2633,48.44,5346.1,1,1.000,0.000,0.000,0.186,0.595,-0.006,52.77,52.82,82.86,82.91,0.0024,0.1031,true,1302.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2641,48.62,5363.2,1,1.000,0.000,-0.000,-0.186,0.595,-0.006,52.79,52.74,82.94,82.89,0.0024,0.1028,true,1305.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2649,48.79,5380.8,1,1.000,0.000,0.000,0.186,0.595,-0.006,52.72,52.77,82.91,82.96,0.0024,0.1026,true,1310.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2658,48.97,5399.0,1,1.000,0.000,-0.000,-0.186,0.596,-0.006,52.74,52.69,82.99,82.94,0.0024,0.1025,true,1314.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2666,49.14,5417.7,1,1.000,0.000,0.000,0.186,0.596,-0.006,52.67,52.72,82.96,83.01,0.0024,0.1025,true,1320.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2674,49.32,5436.9,1,1.000,0.000,-0.000,-0.185,0.597,-0.006,52.70,52.65,83.03,82.98,0.0024,0.1026,true,1325.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2683,49.49,5456.6,1,1.000,0.000,0.000,0.185,0.598,-0.006,52.63,52.68,83.01,83.05,0.0024,0.1028,true,1331.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
2691,49.67,5476.9,1,1.000,0.000,-0.000,-0.184,0.600,-0.006,52.66,52.61,83.08,83.03,0.0024,0.1031,true,1337.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
