Time_ms,Speed_kmh,RPM,Gear,Throttle,Brake,Steering,Lat_G,Long_G,Vert_G,FL_Comp,FR_Comp,RL_Comp,RR_Comp,Front_Slip,Rear_Slip,TC_Active,DriveTorque,Session_Id,Session_Timestamp_UTC,Physics_Hz,Test_Id,Track_Scene,Vehicle_Node_Path,Vehicle_Scene,Vehicle_Script,Setup_Schema_Version,Setup_JSON
91,1.11,4734.6,1,1.000,0.000,0.000,-0.000,0.811,-0.003,66.48,66.48,66.06,66.06,0.0034,0.4238,true,2060.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
99,1.17,4736.2,1,1.000,0.000,0.000,0.000,0.214,-0.007,65.70,65.70,66.76,66.76,0.0423,0.1009,true,441.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
108,1.41,4737.1,1,1.000,0.000,0.000,0.000,0.813,0.003,65.25,65.25,67.20,67.20,0.0003,0.3676,true,1640.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
116,1.48,4737.6,1,1.000,0.000,0.000,0.000,0.239,-0.003,64.55,64.55,67.82,67.82,0.0399,0.0763,true,489.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
124,1.72,4737.9,1,1.000,0.000,0.000,0.000,0.816,0.006,64.16,64.16,68.20,68.20,0.0013,0.4162,true,2110.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
133,1.78,4738.1,1,1.000,0.000,0.000,-0.000,0.191,-0.000,63.53,63.53,68.77,68.77,0.0377,0.1196,true,399.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
141,1.97,4738.2,1,1.000,0.000,0.000,0.000,0.653,0.008,63.24,63.24,69.06,69.06,0.0018,0.2831,true,1229.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
150,2.05,4738.3,1,1.000,0.000,-0.000,0.000,0.283,0.004,62.80,62.80,69.46,69.46,0.0264,0.1090,true,563.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
158,2.27,4738.3,1,1.000,0.000,-0.000,0.000,0.734,0.008,62.57,62.57,69.68,69.68,0.0039,0.2560,true,1383.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
166,2.36,4738.3,1,1.000,0.000,-0.000,-0.000,0.307,0.002,62.12,62.12,70.07,70.07,0.0297,0.0660,true,610.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
175,2.60,4738.4,1,1.000,0.000,0.000,-0.000,0.811,0.006,61.87,61.87,70.28,70.28,0.0050,0.3309,true,2117.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
183,2.66,4738.4,1,1.000,0.000,0.000,0.000,0.210,-0.001,61.38,61.38,70.68,70.68,0.0322,0.0868,true,435.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
191,2.90,4738.4,1,1.000,0.000,0.000,-0.000,0.805,0.007,61.20,61.20,70.82,70.82,0.0005,0.2696,true,1511.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
199,2.97,4738.4,1,1.000,0.000,0.000,0.000,0.257,-0.001,60.76,60.76,71.16,71.16,0.0305,0.0561,true,521.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
208,3.21,4738.4,1,1.000,0.000,0.000,-0.000,0.809,0.005,60.59,60.59,71.28,71.28,0.0019,0.3145,true,2117.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
216,3.27,4738.4,1,1.000,0.000,0.000,0.000,0.199,-0.002,60.17,60.17,71.60,71.60,0.0293,0.0903,true,414.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
224,3.47,4738.4,1,1.000,0.000,0.000,0.000,0.700,0.005,60.07,60.07,71.65,71.65,0.0010,0.2296,true,1316.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
233,3.56,4738.4,1,1.000,0.000,-0.000,-0.000,0.277,-0.001,59.77,59.77,71.85,71.85,0.0231,0.0759,true,553.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
241,3.79,4738.4,1,1.000,0.000,0.000,0.000,0.800,0.004,59.69,59.69,71.88,71.88,0.0028,0.2304,true,1618.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
249,3.87,4738.4,1,1.000,0.000,-0.000,0.000,0.281,-0.004,59.34,59.34,72.11,72.11,0.0267,0.0517,true,566.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
258,4.11,4738.4,1,1.000,0.000,0.000,-0.000,0.805,0.001,59.23,59.23,72.14,72.14,0.0028,0.2712,true,2117.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
266,4.18,4738.4,1,1.000,0.000,0.000,0.000,0.237,-0.006,58.87,58.87,72.37,72.37,0.0257,0.0855,true,484.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
275,4.41,4738.4,1,1.000,0.000,0.000,0.000,0.774,0.001,58.80,58.80,72.37,72.37,0.0008,0.2166,true,1456.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
283,4.50,4738.4,1,1.000,0.000,-0.000,-0.000,0.321,-0.006,58.50,58.50,72.56,72.56,0.0235,0.0701,true,639.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
291,4.74,4738.4,1,1.000,0.000,0.000,-0.000,0.805,-0.001,58.41,58.41,72.57,72.57,0.0043,0.2420,true,1979.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
300,4.82,4738.4,1,1.000,0.000,0.000,0.000,0.289,-0.007,58.08,58.08,72.77,72.77,0.0238,0.0835,true,580.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
308,5.06,4738.4,1,1.000,0.000,0.000,-0.000,0.806,-0.001,58.01,58.01,72.77,72.77,0.0028,0.2120,true,1626.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
316,5.16,4738.4,1,1.000,0.000,0.000,0.000,0.348,-0.008,57.70,57.70,72.96,72.96,0.0229,0.0742,true,690.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
325,5.40,4738.4,1,1.000,0.000,0.000,-0.000,0.809,-0.002,57.60,57.60,72.98,72.98,0.0049,0.2231,true,1957.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
333,5.50,4738.4,1,1.000,0.000,0.000,0.000,0.328,-0.008,57.29,57.29,73.17,73.17,0.0222,0.0845,true,653.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
341,5.72,4738.4,1,1.000,0.000,0.000,-0.000,0.745,-0.002,57.21,57.21,73.17,73.17,0.0040,0.1893,true,1593.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
350,5.82,4738.4,1,1.000,0.000,-0.000,0.000,0.339,-0.007,56.96,56.96,73.31,73.31,0.0191,0.0724,true,646.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
358,5.93,4738.4,1,1.000,0.000,0.000,-0.049,0.373,-0.003,56.92,56.92,73.28,73.28,0.0107,0.1685,true,1134.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
366,6.01,4738.4,1,1.000,0.000,0.003,0.052,0.295,-0.006,56.94,57.00,73.16,73.21,0.0236,0.0820,true,503.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
375,6.23,4738.4,1,1.000,0.000,0.000,-0.174,0.743,-0.009,57.11,57.13,73.01,73.02,0.0343,0.2064,true,1725.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
383,6.33,4738.4,1,1.000,0.000,0.010,0.196,0.344,-0.005,56.92,57.08,72.98,73.14,0.0323,0.0986,true,681.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
391,6.44,4738.4,1,1.000,0.000,-0.001,-0.166,0.369,-0.005,56.99,57.05,72.97,73.02,0.0315,0.1650,true,1102.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
400,6.53,4738.4,1,1.000,0.000,0.008,0.150,0.307,-0.007,57.02,57.19,72.80,72.96,0.0388,0.1033,true,509.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
408,6.73,4738.4,1,1.000,0.000,0.000,-0.225,0.678,-0.009,57.23,57.29,72.69,72.74,0.0459,0.1860,true,1423.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
416,6.85,4738.4,1,1.000,0.000,0.012,0.280,0.394,-0.004,57.08,57.30,72.63,72.84,0.0420,0.1033,true,722.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
425,6.95,4738.4,1,1.000,0.000,-0.003,-0.255,0.354,-0.005,57.18,57.23,72.67,72.72,0.0403,0.1664,true,1035.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
433,7.05,4738.4,1,1.000,0.000,0.010,0.208,0.332,-0.006,57.19,57.38,72.51,72.69,0.0468,0.0978,true,560.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
441,7.26,4738.4,1,1.000,0.000,0.000,-0.244,0.709,-0.007,57.39,57.45,72.44,72.49,0.0516,0.1903,true,1606.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
450,7.37,4738.4,1,1.000,0.000,0.012,0.273,0.372,-0.004,57.20,57.42,72.42,72.63,0.0450,0.0983,true,668.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
458,7.47,4738.4,1,1.000,0.000,-0.001,-0.264,0.355,-0.004,57.29,57.34,72.48,72.53,0.0402,0.1870,true,1233.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
466,7.57,4738.4,1,1.000,0.000,0.011,0.253,0.322,-0.005,57.28,57.49,72.33,72.52,0.0447,0.1102,true,494.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
475,7.70,4738.4,1,1.000,0.000,-0.001,-0.252,0.435,-0.007,57.50,57.54,72.28,72.31,0.0466,0.1460,true,1068.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
483,7.82,4738.4,1,1.000,0.000,0.011,0.327,0.411,-0.004,57.52,57.71,72.12,72.30,0.0364,0.1349,true,851.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
491,7.93,4738.4,1,1.000,0.000,-0.004,-0.136,0.382,-0.005,57.70,57.68,72.15,72.13,0.0171,0.1103,true,638.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
500,8.04,4738.4,1,1.000,0.000,0.002,0.036,0.370,-0.004,57.78,57.76,72.07,72.05,0.0051,0.1401,true,1148.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
508,8.14,4738.4,1,1.000,0.000,0.000,0.017,0.353,-0.004,57.90,57.85,71.99,71.94,0.0073,0.1145,true,548.4,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
516,8.30,4738.4,1,1.000,0.000,-0.000,-0.130,0.523,-0.005,58.04,57.94,71.91,71.82,0.0163,0.1594,true,1254.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
525,8.44,4738.4,1,1.000,0.000,0.005,0.147,0.489,-0.002,57.99,57.99,71.86,71.86,0.0123,0.1395,true,941.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
533,8.56,4738.4,1,1.000,0.000,-0.001,-0.030,0.417,-0.002,57.98,57.92,71.92,71.86,0.0078,0.1072,true,723.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
541,8.67,4738.4,1,1.000,0.000,0.000,-0.064,0.376,-0.001,57.98,57.90,71.93,71.85,0.0090,0.1316,true,1100.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
550,8.79,4738.4,1,1.000,0.000,0.003,0.104,0.386,-0.003,57.99,57.96,71.87,71.84,0.0183,0.1066,true,632.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
558,8.99,4738.4,1,1.000,0.000,-0.001,-0.188,0.695,-0.004,58.07,57.98,71.85,71.76,0.0258,0.1651,true,1493.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
566,9.11,4738.4,1,1.000,0.000,0.006,0.185,0.409,-0.005,57.84,57.89,71.91,71.95,0.0260,0.0916,true,702.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
575,9.33,4738.4,1,1.000,0.000,-0.001,-0.212,0.742,-0.003,57.82,57.77,72.00,71.95,0.0278,0.1661,true,1749.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
583,9.45,4738.4,1,1.000,0.000,0.007,0.199,0.397,-0.008,57.48,57.59,72.13,72.23,0.0279,0.0822,true,666.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
591,9.58,4738.4,1,1.000,0.000,-0.000,-0.236,0.459,-0.003,57.43,57.43,72.25,72.26,0.0285,0.1485,true,1669.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
600,9.71,4738.4,1,1.000,0.000,0.009,0.283,0.446,-0.003,57.28,57.46,72.22,72.38,0.0226,0.1305,true,785.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
608,9.84,4738.4,1,1.000,0.000,-0.002,-0.084,0.430,-0.003,57.33,57.35,72.31,72.33,0.0069,0.1201,true,849.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
616,9.96,4738.4,1,1.000,0.000,0.001,-0.015,0.416,-0.001,57.35,57.34,72.31,72.31,0.0054,0.1152,true,880.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
625,10.08,4738.4,1,1.000,0.000,0.001,0.116,0.410,-0.003,57.37,57.38,72.27,72.28,0.0131,0.1158,true,916.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
633,10.20,4738.4,1,1.000,0.000,-0.002,-0.191,0.404,-0.004,57.47,57.37,72.28,72.18,0.0200,0.1162,true,903.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
641,10.32,4738.4,1,1.000,0.000,0.004,0.261,0.400,-0.004,57.47,57.49,72.16,72.18,0.0254,0.1199,true,928.9,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
650,10.44,4738.4,1,1.000,0.000,-0.005,-0.309,0.401,-0.005,57.63,57.47,72.18,72.03,0.0292,0.1208,true,890.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
658,10.55,4738.4,1,1.000,0.000,0.005,0.352,0.396,-0.005,57.61,57.64,72.03,72.06,0.0320,0.1252,true,933.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
666,10.67,4738.4,1,1.000,0.000,-0.006,-0.358,0.403,-0.005,57.79,57.61,72.06,71.89,0.0339,0.1246,true,866.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
675,10.79,4738.4,1,1.000,0.000,0.005,0.355,0.395,-0.005,57.76,57.78,71.91,71.93,0.0346,0.1298,true,950.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
683,10.91,4738.4,1,1.000,0.000,-0.006,-0.349,0.411,-0.004,57.93,57.76,71.95,71.78,0.0343,0.1265,true,832.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
691,11.02,4738.4,1,1.000,0.000,0.005,0.356,0.394,-0.004,57.89,57.92,71.80,71.83,0.0338,0.1338,true,994.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
700,11.15,4738.4,1,1.000,0.000,-0.006,-0.373,0.422,-0.004,58.06,57.88,71.85,71.68,0.0334,0.1267,true,784.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
708,11.26,4738.4,1,1.000,0.000,0.006,0.380,0.388,-0.004,57.99,58.04,71.71,71.76,0.0325,0.1397,true,1090.8,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
716,11.39,4738.4,1,1.000,0.000,-0.006,-0.433,0.440,-0.004,58.16,57.99,71.77,71.62,0.0321,0.1274,true,706.3,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
724,11.57,4738.4,1,1.000,0.000,0.007,0.419,0.589,-0.004,58.05,58.15,71.63,71.73,0.0305,0.1526,true,1301.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
733,11.70,4738.4,1,1.000,0.000,-0.006,-0.351,0.441,-0.002,58.06,57.94,71.83,71.71,0.0274,0.1137,true,775.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
741,11.85,4738.4,1,1.000,0.000,0.005,0.356,0.532,-0.002,57.91,57.98,71.79,71.86,0.0269,0.1462,true,1410.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
749,11.99,4738.4,1,1.000,0.000,-0.006,-0.381,0.453,-0.003,57.91,57.77,71.98,71.85,0.0270,0.1124,true,714.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
758,12.16,4738.4,1,1.000,0.000,0.005,0.457,0.592,-0.003,57.74,57.81,71.94,72.01,0.0265,0.1451,true,1459.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
766,12.35,4738.4,1,1.000,0.000,-0.008,-0.361,0.637,-0.004,57.73,57.53,72.19,72.00,0.0193,0.1390,true,1219.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
774,12.48,4738.4,1,1.000,0.000,0.003,0.156,0.455,-0.005,57.44,57.38,72.30,72.25,0.0102,0.1132,true,1031.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
783,12.61,4738.4,1,1.000,0.000,-0.002,-0.066,0.431,-0.002,57.34,57.24,72.43,72.33,0.0049,0.1185,true,1076.6,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
791,12.74,4738.4,1,1.000,0.000,0.000,-0.059,0.450,-0.001,57.28,57.21,72.45,72.38,0.0057,0.1149,true,890.1,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
799,12.86,4738.4,1,1.000,0.000,0.001,0.158,0.410,-0.001,57.23,57.23,72.43,72.43,0.0122,0.1276,true,1167.2,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
808,12.99,4738.4,1,1.000,0.000,-0.003,-0.280,0.456,-0.002,57.30,57.21,72.45,72.36,0.0171,0.1201,true,796.5,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
816,13.12,4738.4,1,1.000,0.000,0.005,0.320,0.443,-0.004,57.22,57.32,72.34,72.43,0.0196,0.1433,true,1340.0,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
824,13.26,4738.4,1,1.000,0.000,-0.004,-0.379,0.472,-0.004,57.33,57.25,72.40,72.33,0.0210,0.1253,true,718.7,"rust_gevp_tri_ray","",120,"GEVP_TRI_RAY","","VehicleRigidBody","","Rust GEVP-aligned force solver",2,"{}"
